,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Seating_Capacity,Seats_Material,Type,Audiosystem,Bluetooth,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Handbrake,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Parking_Assistance,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Kerb_Weight
267,Mini,Cooper 5 Door,Cooper D,3600000,1496.0,3,BS IV,Injection,44.0,Petrol,1425.0,3982.0,1727.0,Hatchback,21.15,6,165.0,Hydraulic Power,All Windows,Power seats,No,114.376,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,278.0,No,Yes,No,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,No,No,Electric Adjustment,1295
268,Mini,Convertible,Cooper S,3830000,1998.0,4,BS IV,Injection,44.0,Petrol,1415.0,3850.0,1727.0,Convertible,14.59,6,165.0,Electro-Hydraulic,All Windows,Yes,Smart Key,189.312,4,Leather,Automatic,CD Player with USB & Aux-in,Yes,215.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1370
269,Volvo,Xc40,D4 Momentum,3990000,1969.0,5,BS IV,Injection,49.30086207,Diesel,1652.0,4425.0,1863.0,SUV,19.90211704,8,211.0,Electric Power,All Windows,Yes,Smart Key,190.0,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
270,Volvo,Xc40,D4 Inscription,4390000,1969.0,5,BS IV,Injection,49.30086207,Diesel,1652.0,4425.0,1863.0,SUV,19.90211704,8,211.0,Electric Power,All Windows,Yes,Smart Key,190.0,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
271,Volvo,Xc40,T4 R-Design,3990000,1969.0,5,BS VI,Injection,54.0,Petrol,1652.0,4425.0,1863.0,SUV,19.90211704,8,211.0,Electric Power,All Windows,Yes,Smart Key,187.34,5,Leather,Automatic,DVD Player with USB & Aux-in,Yes,432.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
272,Mini,Clubman,Cooper S,4120000,1998.0,4,BS IV,Injection,49.30086207,Petrol,1441.0,4253.0,1801.0,Hatchback,13.8,5,146.0,Electric Power,Only Front Windows,Yes,Smart Key,189.312,5,Leather,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,360.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Manual Adjustment,1960
273,Audi,A4,Premium Plus 35 Tfsi,4149000,1395.0,4,BS IV,Injection,54.0,Petrol,1427.0,4726.0,1842.0,Sedan,19.90211704,7,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,147.9,5,Leather,DCT,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,Yes,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1450
274,Audi,A4,Technology 35 Tfsi,4507000,1395.0,4,BS IV,Injection,54.0,Petrol,1427.0,4726.0,1842.0,Sedan,19.90211704,7,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,147.9,5,Leather,DCT,CD/MP3/DVD Player with USB & Aux-in,Yes,480.0,Yes,Yes,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1450
275,Mini,John Cooper Works,Hatch,4350000,1998.0,4,BS VI,Injection,44.0,Petrol,1414.0,3874.0,1727.0,"Sports, Hatchback",16.47,8,165.0,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",231.0,2,Leather,Automatic,CD Player with USB & Aux-in,Yes,455.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1330
276,Jaguar,Xe,S Petrol,4498000,1997.0,4,BS VI,Injection,61.0,Petrol,1416.0,4691.0,1850.0,Sedan,11.0,8,125.0,Hydraulic Power,All Windows,Power seats,Remote,246.5,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,455.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1639
277,Jaguar,Xe,S Diesel,4498000,1999.0,4,BS VI,Injection,56.0,Diesel,1416.0,4691.0,1850.0,Sedan,11.0,8,125.0,Hydraulic Power,All Windows,Power seats,Remote,177.48,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,455.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1611
278,Jaguar,Xe,Se Diesel,4633000,1999.0,4,BS VI,Injection,56.0,Diesel,1416.0,4691.0,1850.0,Sedan,11.0,8,125.0,Hydraulic Power,All Windows,"Yes, with memory",Smart Key,177.48,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,455.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1611
279,Jaguar,Xe,Se Petrol,4633000,1997.0,4,BS VI,Injection,61.0,Petrol,1416.0,4691.0,1850.0,Sedan,11.0,8,125.0,Hydraulic Power,All Windows,"Yes, with memory",Smart Key,246.5,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,455.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1639
280,Jaguar,Xf,2.0 Prestige,5436329,1999.0,4,BS IV,Injection,74.0,Petrol,1460.0,4961.0,2091.0,Sedan,13.12,8,165.0,Electric Power,All Windows,"Yes, with memory",No,243.542,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,505.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1730
281,Jaguar,Xf,2.0 Portfolio,6073446,1999.0,4,BS IV,Injection,82.0,Petrol,1457.0,5252.0,1899.0,Sedan,13.12,8,100.0,Electric Power,All Windows,Yes,Smart Key,243.542,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,520.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1871
282,Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999.0,4,BS IV,Injection,83.0,Diesel,1457.0,5252.0,1899.0,Sedan,19.33,8,100.0,Electric Power,All Windows,Yes,Smart Key,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,520.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,No,Yes,Electric Adjustment,1871
283,Jaguar,Xf,2.0 Prestige Diesel,5506622,1999.0,4,BS IV,Injection,66.0,Diesel,1457.0,5067.0,2091.0,Sedan,19.33,8,165.0,Electric Power,All Windows,Yes,No,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,505.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1729
284,Jaguar,Xf,2.0 Pure Diesel,4977080,1999.0,4,BS IV,Injection,66.0,Diesel,1457.0,5067.0,2091.0,Sedan,19.33,8,165.0,Electric Power,All Windows,Yes,No,177.48,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,505.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,1687
285,Audi,A3 Cabriolet,40 Tfsi,5038000,1395.0,4,BS IV,Injection,50.0,Petrol,1409.0,4421.0,1793.0,Convertible,19.2,7,160.0,Electric Power,All Windows,No,Smart Key,148.0,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,320.0,Yes,Yes,Yes,Manual,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment,1430
286,Audi,A6,Premium Plus 45 Tfsi,5442200,1984.0,4,BS VI,Injection,73.0,Petrol,1455.0,4933.0,1874.0,Sedan,14.11,7,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,241.57,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,560.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1780
287,Audi,A6,Technology 45 Tfsi,5942200,1984.0,4,BS VI,Injection,73.0,Petrol,1455.0,4933.0,1874.0,Sedan,14.11,7,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,241.57,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,560.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,1780
288,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995.0,4,BS IV,Injection,67.0,Diesel,1678.0,4657.0,1881.0,SUV,18.56,8,212.0,Electric Power,All Windows,Yes,Smart Key,187.34,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,550.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1785
289,Bmw,X3,Xdrive 30I Luxury Line,5880000,1998.0,4,BS IV,Injection,67.0,Petrol,1678.0,4657.0,1881.0,SUV,18.56,8,212.0,Electric Power,All Windows,Yes,Smart Key,248.0,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,550.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1785
290,Bmw,X3,Xdrive20D Xline,5600000,1995.0,4,BS IV,Injection,67.0,Diesel,1678.0,4657.0,1881.0,SUV,18.56,8,212.0,Electric Power,All Windows,Yes,Smart Key,187.34,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,550.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,Yes,Electric Adjustment with Memory,1785
291,Land Rover,Discovery Sport,S,5706000,1999.0,4,BS VI,Injection,70.0,Diesel,1727.0,4600.0,2069.0,SUV,19.90211704,9,167.0,Electric Power,All Windows,Yes,Smart Key,176.494,7,Leather,Automatic,CD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Manual Adjustment,2087
292,Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999.0,4,BS VI,Injection,70.0,Diesel,1727.0,4600.0,2069.0,SUV,19.90211704,9,167.0,Electric Power,All Windows,Yes,Smart Key,176.494,7,Leather,Automatic,CD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Manual Adjustment,2087
293,Volvo,S90,D4 Inscription,5890000,1969.0,4,BS IV,Injection,49.30086207,Diesel,1443.0,4963.0,1879.0,Sedan,19.90211704,5,152.0,Electric Power,All Windows,"Yes, with memory",Smart Key,187.34,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Manual Adjustment,990.467868338558
294,Audi,S5,Sportback,7243000,2995.0,6,BS IV,Injection,58.0,Petrol,1384.0,4718.0,1843.0,Sedan,13.57,7,165.0,Electro-Hydraulic,All Windows,Yes,Smart Key,328.338,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1790
295,Bmw,X5,Xdrive30D Sport,7330000,2993.0,6,BS IV,Injection,49.30086207,Diesel,1745.0,4922.0,2218.0,SUV,13.38,8,165.0,Electric Power,All Windows,Yes,Smart Key,265.0,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,650.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
296,Bmw,X5,Xdrive30D Xline,8290000,2993.0,6,BS IV,Injection,49.30086207,Diesel,1745.0,4922.0,2218.0,SUV,13.38,8,165.0,Electric Power,All Windows,Yes,Smart Key,265.0,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,650.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,"Front sensors, Rear sensors",Yes,Electric Adjustment with Memory,990.467868338558
297,Bmw,X5,Xdrive40I M Sport,8290000,2998.0,6,BS IV,Injection,49.30086207,Petrol,1745.0,4922.0,2218.0,SUV,11.24,8,165.0,Electric Power,All Windows,Yes,Smart Key,340.0,5,Leather,Automatic,CD Player with USB & Aux-in,Yes,650.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,"Front sensors, Rear sensors",Yes,Electric Adjustment with Memory,990.467868338558
298,Ford,Mustang,Fastback V8,7462000,4951.0,8,BS IV,Injection,60.9,Petrol,1391.0,4784.0,2080.0,"Sedan, Coupe",13.0,6,137.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,395.386,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
299,Jeep,Grand Cherokee,Limited,7882867,2987.0,6,BS IV,Injection,93.5,Diesel,1802.0,4828.0,1943.0,SUV,12.8,5,206.0,Electro-Hydraulic,Only Front Windows,"Yes, with memory",Yes,236.64,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,2432
300,Jeep,Grand Cherokee,Summit,8931819,2987.0,6,BS IV,Injection,93.5,Diesel,1802.0,4828.0,1943.0,SUV,12.8,5,165.0,Electro-Hydraulic,Only Front Windows,"Yes, with memory",Yes,236.64,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,2455
301,Jeep,Grand Cherokee,Srt,11400000,6417.0,8,BS IV,Injection,93.5,Petrol,1749.0,4846.0,1954.0,SUV,12.8,8,210.0,Yes,All Windows,"Yes, with memory",Yes,468.0,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,2458
302,Jeep,Grand Cherokee,Summit Petrol,7515000,3604.0,6,BS IV,Injection,93.5,Petrol,1802.0,4828.0,1943.0,SUV,8.61,5,165.0,Electric Power,Only Front Windows,"Yes, with memory",Yes,281.996,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025.0,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,2455
303,Maruti Suzuki,Mercedes-Benz E-Class Cabriolet,E400,7711338,2996.0,6,BS IV,Injection,80.0,Petrol,1398.0,4703.0,1786.0,Convertible,10.0,5,165.0,Electric Power,All Windows,No,Smart Key,329.324,4,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,540.0,Yes,Yes,Yes,Automatic,2 Zone Climate Control,No,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Manual Adjustment,1640
304,Bmw,M2 Competition,Coupe,8180000,2979.0,6,BS VI,Injection,52.0,Petrol,1410.0,4461.0,1854.0,Coupe,9.9,7,165.0,Electric Power,All Windows,Yes,Smart Key,410.0,4,Leather,Automatic,DVD Player with USB & Aux-in,Yes,460.0,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1625
305,Porsche,718,Boxster,8995000,1988.0,4,BS IV,Injection,54.0,Petrol,1281.0,4379.0,1801.0,Convertible,7.4,5,165.0,Hydraulic Power,Only Front Windows,Yes,Yes,295.8,2,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,1440
306,Porsche,718,Cayman,8595000,1988.0,4,BS IV,Injection,54.0,Petrol,1281.0,4379.0,1801.0,Coupe,7.4,5,165.0,Hydraulic Power,All Windows,Power seats,Yes,295.8,2,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Semi Automatic Adjustment,1440
307,Maruti Suzuki,Mercedes-Benz Gls,350 Cdi,8820000,2987.0,6,BS IV,Injection,100.0,Diesel,1850.0,5120.0,1934.0,SUV,11.6,7,307.0,Electric Power,All Windows,"Yes, with memory",No,254.388,5,Leather,Automatic,CD Player with Aux-in,Yes,390.3198637,Yes,No,No,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2535
308,Maruti Suzuki,Mercedes-Benz Gls,63 Amg,19199181,5461.0,8,BS IV,Injection,80.0,Petrol,1850.0,5146.0,1982.0,SUV,12.0,7,307.0,Electric Power,All Windows,Power seats,No,549.202,7,Leather,Automatic,CD Player with USB & Aux-in,Yes,540.0,Yes,No,No,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2580
309,Maruti Suzuki,Mercedes-Benz Gls,400 4Matic,8776900,2996.0,8,BS IV,Injection,80.0,Petrol,1850.0,5146.0,1982.0,SUV,12.0,7,307.0,Electric Power,All Windows,Power seats,Yes,328.338,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540.0,Yes,No,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2580
310,Maruti Suzuki,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996.0,8,BS IV,Injection,80.0,Petrol,1850.0,5146.0,1982.0,SUV,12.0,7,307.0,Electric Power,All Windows,Power seats,Yes,328.338,7,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540.0,Yes,No,Yes,Automatic,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2580
311,Maruti Suzuki,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987.0,6,BS IV,Injection,100.0,Diesel,1850.0,5120.0,1934.0,SUV,11.6,7,307.0,Electric Power,All Windows,"Yes, with memory",Yes,254.388,5,Leather,Automatic,CD Player with Aux-in,Yes,390.3198637,Yes,No,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2535
312,Toyota,Land Cruiser Prado,Vx L,9630000,2982.0,4,BS IV,Injection,87.0,Diesel,1880.0,4840.0,1885.0,SUV,11.13,5,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,170.578,7,Leather,Automatic,DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,3 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,990.467868338558
313,Lexus,Rx 450H,450Hl Luxury,9900000,3456.0,6,BS IV,Injection,65.0,Petrol,1700.0,5000.0,1895.0,SUV,18.0,5,165.0,Electric Power,All Windows,"Yes, with memory",Smart Key,258.332,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Automatic,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,2195
314,Audi,Rs5,Coupe,11141200,2894.0,8,BS IV,Injection,58.0,Petrol,1520.0,4649.0,1771.730286,Coupe,10.8,7,160.0,Electric Power,Only Front Windows,Yes,Smart Key,443.7,4,Leather,Automatic,DVD Player with USB & Aux-in,Yes,465.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,1770
315,Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993.0,6,BS VI,Injection,78.0,Diesel,1479.0,5120.0,2169.0,Sedan,17.66,8,152.0,Hydraulic Power,All Windows,Yes,Smart Key,261.29,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993.0,6,BS VI,Injection,78.0,Diesel,1479.0,5120.0,2169.0,Sedan,17.66,8,152.0,Hydraulic Power,All Windows,Yes,Smart Key,261.29,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
317,Bmw,7-Series,730Ld M Sport,13510000,2993.0,6,BS VI,Injection,78.0,Diesel,1479.0,5120.0,2169.0,Sedan,17.66,8,152.0,Electric Power,All Windows,Yes,Smart Key,261.29,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
318,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998.0,6,BS VI,Injection,78.0,Petrol,1479.0,5120.0,2169.0,Sedan,11.86,8,152.0,Hydraulic Power,All Windows,Yes,Smart Key,335.24,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
319,Bmw,7-Series,745Le Xdrive,16500000,2998.0,6,BS VI,Injection,46.0,Hybrid,1481.0,5219.0,2142.0,Sedan,19.90211704,8,152.0,Hydraulic Power,All Windows,Yes,Smart Key,281.996,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,500.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
320,Bmw,7-Series,M760Li Xdrive,24250000,6592.0,12,BS VI,Injection,78.0,Petrol,1481.0,5219.0,2142.0,Sedan,7.96,8,152.0,Hydraulic Power,All Windows,Yes,Smart Key,600.474,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,500.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
321,Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995.0,4,BS VI,Injection,85.0,Petrol,1740.0,5052.0,1968.0,SUV,19.90211704,8,200.0,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,335.24,7,Leather,Automatic,DVD Player with USB & Aux-in,Yes,605.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,2115
322,Maruti Suzuki,Mercedes-Benz S-Class,S 350 D,13558438,2987.0,6,BS IV,Injection,90.0,Diesel,1494.0,5116.0,1899.0,Sedan,13.5,7,140.0,Electric Power,All Windows,Power seats,Smart Key,254.388,5,Fabric,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment,2132
323,Maruti Suzuki,Mercedes-Benz S-Class,S 450,13976653,2996.0,6,BS IV,Injection,70.0,Petrol,1494.0,5246.0,1899.0,Sedan,7.8,7,109.0,Electro-Hydraulic,All Windows,Power seats,Smart Key,328.338,5,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,510.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Yes,Electric Adjustment with Memory,2113
324,Maruti Suzuki,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,3982.0,8,BS IV,Injection,80.0,Petrol,1411.0,5027.0,1899.0,Coupe,14.0,7,140.0,Electric Power,All Windows,Power seats,Smart Key,443.7,4,Leather,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,400.0,Yes,No,Yes,Automatic,"Fully automatic climate control, 3 Zone climate control",Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment,2080
325,Maserati,Levante,Diesel,14512054,2987.0,6,BS IV,Injection,80.0,Diesel,1679.0,5003.0,2158.0,SUV,7.9,6,165.0,Electro-Hydraulic,All Windows,Yes,Smart Key,271.15,4,Leather,Automatic,DVD Player with USB & Aux-in,Yes,580.0,Yes,Yes,Yes,Automatic,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Front & rear sensors with 360 degree view,Yes,Electric Adjustment with Memory,990.467868338558
